,tarih,city,city2,title,content,suc_turu
4682,2024-05-10 00:00:00,muradiye,van,Kaybolan Ertaş'ın Cesedi Bulundu,"  Van'da 6 gün önce kaybolan 86 yaşındaki Ahmet Ertaş'ın cesedi, Kuru Deresi'nde bulundu.  ",Şiddet Suçları
4686,2024-09-24 00:00:00,muratlı,tekirdağ,Muratlı'da Sahte Para Operasyonu,"  Muratlı'da esnafa sahte 100 TL veren üç kişi, Çorlu'da durduruldu; 23 bin TL sahte para ele geçirildi.  ",Ekonomik Suçlar
4691,2024-09-24 00:00:00,muratlı,tekirdağ,Sahte Para Süren 3 Şüpheli Yakalandı,"  Tekirdağ'ın Muratlı ilçesinde sahte para dağıtan 3 kişi, yapılan operasyonla gözaltına alındı.  ",Ekonomik Suçlar
4692,2024-04-10 00:00:00,muratlı,tekirdağ,"Tekirdağ'da Restoranda Silahlı Kavga: 1 Ölü, 2 Yaralı","  Muratlı'daki içkili restoranda çıkan silahlı kavgada 1 kişi hayatını kaybederken, 2 kişi yaralandı.  ",Şiddet Suçları
4694,2024-10-28 00:00:00,muratpaşa,antalya,Antalya'da Emekli Adam Ölü Bulundu,"  Muratpaşa'da 64 yaşındaki Yasin Sığınır, evinde ölü bulundu, cenazesi otopsi için gönderildi.  ",Şiddet Suçları
4698,2024-11-14 00:00:00,muratpaşa,antalya,Antalya'da Kardeşlerin Trajik Ölümü,"  3 İranlı kardeş, çalışmak için geldikleri Antalya'da intihar etti. Cenazeleri morgda bekliyor.  ",Şiddet Suçları
4706,2022-08-05 00:00:00,murgul,artvin,Artvin'de minibüsün dere yatağına yuvarlandığı kazada 1 kişi yaralandı,  Artvin'in Murgul ilçesinde meydana gelen trafik kazasında bir kişi yaralandı.  ,Şiddet Suçları
4709,2024-07-03 00:00:00,musabeyli,kilis,"Kilis'te otomobil şarampole uçtu, 1 kişi hayatını kaybetti","  Kilis'in Musabeyli ilçesinde meydana gelen trafik kazasında, virajı alamayan bir otomobil şarampole uçtu. Kazada sürücü olan Ahmet Can hayatını kaybetti. Olay yerine AFAD, jandarma ve sağlık ekipleri sevk edildi. Soruşturma başlatıldı.  ",Şiddet Suçları
4710,2024-12-02 00:00:00,musabeyli,kilis,Kilis'te Kaybolan 14 Küçükbaş Hayvan Jandarma Tarafından Bulundu,"  Kilis'in Musabeyli İlçesi'nde hayvancılıkla uğraşan İ.A.'ya ait olan 14 küçükbaş hayvan, arazide kayboldu. İ.A., durumu jandarmaya bildirdi ve jandarma ekipleri hemen arama çalışmalarına başladı. Yapılan arama sonucunda kayıp hayvanlar dağlık arazide bulunarak sahibine teslim edildi.  ",Mala Karşı İşlenen Suçlar
4714,2024-03-04 00:00:00,musabeyli,kilis,Musabeyli'de İzinsiz Kazı Yapan 13 Şüpheli Yakalandı,"  Kilis'in Musabeyli ilçesinde, İl Jandarma Komutanlığı ekiplerinin kaçak kazı olaylarını engelleme çalışmaları sonucunda, Kızılkent köyünde izinsiz kazı yapan 13 şüpheli suçüstü yakalandı. İş makinesine el konulan şüpheliler, jandarmadaki işlemlerinin ardından adliyeye sevk edilecek.  ",Mala Karşı İşlenen Suçlar
4720,2024-03-31 00:00:00,mustafakemalpaşa,bursa,"MHP Genel Sekreteri İsmet Büyükataman, Mustafakemalpaşa'da yaşanan silahlı saldırıyı kınadı","  MHP Genel Sekreteri İsmet Büyükataman, Bursa'nın Mustafakemalpaşa ilçesinde dün akşam gerçekleşen silahlı saldırı sonucu hayatını kaybeden Yusuf Y. ile seçim çalışmaları sırasında tanıştığını ve olaydan üzüntü duyduğunu belirtti. Büyükataman, farklı tercihlerin bir kan davası haline dönüştürülmemesi gerektiğini vurgulayarak, seçimlerin demokratik bir şekilde sonuçlanmasını temenni etti. Ayrıca, cinayetle ilgili şüphelilerin yakalanması için çalışmaların sürdüğü bildirildi.  ",Şiddet Suçları
4721,2024-03-31 00:00:00,mustafakemalpaşa,bursa,"Bursa'da silahlı saldırı: 1 ölü, 2 yaralı, 3 zanlı gözaltında","  Bursa'nın Mustafakemalpaşa ilçesinde meydana gelen silahlı saldırıda 1 kişi hayatını kaybetti, biri çocuk 2 kişi yaralandı. Olayla ilgili olarak 3 zanlı gözaltına alındı. Bursa Cumhuriyet Başsavcılığı tarafından yapılan açıklamada, soruşturmanın titizlikle yürütüldüğü belirtildi.  ",Şiddet Suçları
4725,2024-10-17 00:00:00,mut,mersin,Mersin'de Uyuşturucu Operasyonu: 3 Gözaltı,"  Mersin'de düzenlenen operasyonla 3 şüpheli yakalandı, 660 kök Hint keneviri ve uyuşturucu ele geçirildi.  ",Narkotik Suçları
4727,2024-09-21 00:00:00,mut,mersin,Aileyi Katleden Komşu Tutuklandı,  Mersin’de trafiği kapatan komşusuyla tartıştıktan sonra aileyi katleden T.K. tutuklandı.  ,Şiddet Suçları
4729,2024-10-19 00:00:00,mut,mersin,"Traktör Devrildi: 1 Ölü, 1 Yaralı","  Mersin'in Mut ilçesinde traktör kazasında 1 kişi hayatını kaybetti, 1 kişi yaralandı.  ",Şiddet Suçları
4730,2024-09-20 00:00:00,mut,mersin,Mersin'de Tarım Kavgası Kanlı Bitti,"  Mersin Mut'ta Tahir Kaya, komşusuyla tartışma sonrası av tüfeğiyle 3 kişiyi öldürdü.  ",Şiddet Suçları
4731,2024-10-20 00:00:00,mut,mersin,Mersin'de Traktör Kazası: Kadın Hayatını Kaybetti,"  Mut'ta traktör devrilmesi sonucu kadın hayatını kaybetti, kocası yaralandı. Soruşturma sürüyor.  ",Şiddet Suçları
4732,2024-09-29 00:00:00,mut,mersin,Mersin'de Festivalde Saldırı Gözaltılar Serbest,  Mut'taki festivalde AK Parti Başkanı'na yapılan saldırıyla ilgili gözaltındaki 3 kişi serbest bırakıldı.  ,Şiddet Suçları
4781,2024-06-11 00:00:00,nazilli,aydın,Nazilli'de Ruhsatsız Silah Satışı Önledi,  Aydın'ın Nazilli ilçesinde ruhsatsız silah ve mühimmat satmaya çalışan şüpheli yakalandı.  ,Organize Örgüt Suçları
4785,2024-03-11 00:00:00,nazilli,aydın,Kadınlara Uyuşturucu Eğitimi,"  Nazilli'deki incir fabrikasındaki 690 kadına, uyuşturucu ile mücadele eğitimi verildi.  ",Narkotik Suçları
4786,2024-01-11 00:00:00,nazilli,aydın,Aydın'da Uyuşturucu Operasyonu: 4 Tutuklama,"  Nazilli ve Yenipazar'da yapılan uyuşturucu operasyonunda 4 kişi tutuklandı, yüklü miktarda madde ele geçirildi.  ",Narkotik Suçları
4788,2024-08-11 00:00:00,nazilli,aydın,Nazilli'de Uyuşturucu Operasyonu: 1 Tutuklama,  Aydın Nazilli'de uyuşturucu ticareti yapan A.S. tutuklandı. Metamfetamin ele geçirildi.  ,Narkotik Suçları
4791,2019-08-23 00:00:00,nazımiye,tunceli,Tunceli'de 3 terörist etkisiz hale getirildi,"  İçişleri Bakanlığı, Tunceli'nin Nazimiye ilçesi kırsalında düzenlenen operasyonda 3 terörist silahlarıyla etkisiz hale getirildiğini açıkladı.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
4792,2021-03-22 00:00:00,nazımiye,tunceli,Son dakika haberi: Tunceli'de teröristlere ait iki sığınak imha edildi,"  Son dakika haberler: Tunceli'de devam eden ""Eren-7 Operasyonu"" kapsamında Nazimiye ilçesi kırsalında teröristlere ait iki sığınak imha edildi.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
4793,2017-06-19 00:00:00,nazımiye,tunceli,"Gönüllü Gittiği Tunceli'de Şehit Olan Uzman Çavuş Erol, Arkadaşlarına 'Şehit Olacağım' Demiş","  TUNCELİ'nin Nazimiye İlçesi'nde PKK'lı teröristlerle çıkan silahlı çatışmada şehit düşen 31 yaşındaki Jandarma Uzman Çavuş Ahmet Erol'un, Uludağ Jandarma Arama Kurtarma (JAK) timinde çalışırken dilekçe verip gönüllü olarak Tunceli'ne gittiği belirtildi.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
4797,2024-11-17 00:00:00,nevşehir,nevşehir,"Alkollü Sürücü 4 Araca Çarptı, Yaralı Var",  Nevşehir'de alkollü sürücünün 4 araca çarptığı kazada 1 kişi yaralandı. Olay güvenlik kamerasında.  ,Şiddet Suçları
4799,2024-11-15 00:00:00,nevşehir,nevşehir,Nevşehir'de Park Halindeki Otomobilde Yangın Çıktı,"  Nevşehir'de, park halindeki G.C.'ye ait otomobilde bilinmeyen bir nedenle yangın çıktı. İtfaiye ekipleri, yangını 10 dakikada söndürdü ve olayla ilgili soruşturma başlatıldı.  ",Mala Karşı İşlenen Suçlar
4801,2024-12-11 00:00:00,nevşehir,nevşehir,Nevşehir'de Kaçakçılık Operasyonu,"  Polis, 5 zanlıyı gözaltına alarak 340 emtia, 50 elektronik sigara ve kaçak tütün ele geçirdi.  ",Ekonomik Suçlar
4807,2024-08-09 00:00:00,niksar,tokat,Niksar'da Patates Yüklü Tırda Yangın,"  Niksar ilçesi sebze halinde, H.T'ye ait 60 NG 210 plakalı, patates yüklü tırda henüz belirlenemeyen nedenle yangın çıktı. Yangını görenler itfaiyeye haber verildi. Niksar Belediyesi itfaiye ekiplerinin yaklaşık 20 dakikalık çalışması sonucu söndürülen yangın nedeniyle tırda hasar oluştu.  ",Mala Karşı İşlenen Suçlar
4810,2024-08-27 00:00:00,niksar,tokat,Tokat'ta otomobil kundaklandı,"  Tokat'ın Niksar ilçesinde bir marketin önünde park halindeki otomobilin kundaklanması güvenlik kamerası tarafından kaydedildi. İtfaiye ekipleri yangını söndürdü, polis şüphelinin yakalanması için çalışma başlattı.  ",Mala Karşı İşlenen Suçlar
4816,2021-07-03 00:00:00,nilüfer,bursa,Son dakika haber... İki gündür kayıp olarak aranan kişi aracında ölü bulundu,  Edinilen son dakika gelişmesine göre Bursa'nın Nilüfer ilçesinde iki gündür haber alınamayan kişinin cesedi bulundu.  ,Şiddet Suçları
4819,2021-07-03 00:00:00,nilüfer,bursa,Bursa'da kayıp alarmı...35 saattir haber alınamayan genç aranıyor,"  Bursa'nın Nilüfer ilçesinde ailesinin kayıp başvurusunda bulunduğu ve yaklaşık 35 saattir haber alınamayan 35 yaşındaki Caner Kurt, arama kurtarma ekipleri tarafından aranıyor.  ",Şiddet Suçları
4822,2024-08-20 00:00:00,nizip,gaziantep,"Gaziantep'te trafik kazası: 1 ölü, 5 yaralı","  Gaziantep'in Nizip ilçesinde meydana gelen trafik kazasında bir otomobilin başka bir otomobile çarpması sonucu 1 kişi hayatını kaybetti, 5 kişi yaralandı. Kazayla ilgili soruşturma devam ediyor.  ",Şiddet Suçları
4832,2024-11-22 00:00:00,niğde,niğde,Niğde'de Çift Cinayet Şüphesi,"  Niğde'nin Bor ilçesinde kayıp başvurusu yapılan 2 kişi evde ölü bulundu, cinayet şüphesi var.  ",Şiddet Suçları
4836,2024-11-20 00:00:00,niğde,niğde,Niğde'de Otomobil Tamirhanesinde Yangın: Patlama Sesleriyle Mücadele Ediliyor,"  Niğde'de bir otomobil tamirhanesinde çıkan yangın, itfaiye ekipleri tarafından kontrol altına alınmaya çalışılıyor. Yangında, araç tamirinde kullanılan malzemelerin yanması nedeniyle küçük çaplı patlamalar meydana geldi.  ",Mala Karşı İşlenen Suçlar
4840,2024-02-11 00:00:00,nurdağı,gaziantep,Gaziantep'te Silahlı Saldırı: Şüpheli Tutuklandı,"  Gaziantep'te çiftlikte çalışanına tabancayla ateş eden şüpheli, jandarma tarafından yakalanarak tutuklandı.  ",Şiddet Suçları
4844,2024-07-11 00:00:00,nurdağı,gaziantep,Gaziantep'te Jandarma Operasyonu: 4 Kilo Skunk Ele Geçirildi,  Nurdağı'nda yapılan operasyonda 4 kilo skunk ve silahlar ele geçirildi; 3 şüpheliden 1'i tutuklandı.  ,Narkotik Suçları
4848,2024-09-27 00:00:00,nurhak,kahramanmaraş,Nurhak'ta PKK Malzemeleri Ele Geçirildi,"  Kahramanmaraş'ın Nurhak ilçesinde gerçekleştirilen bir operasyonda, jandarma ekipleri PKK mensuplarına ait bir mağaradaki yaşam malzemelerini ele geçirdi. Şehit Jandarma Uzman Çavuş İsa Özkan Operasyonu kapsamında düzenlenen çalışmalar, teröristlerin kullanılmakta olduğu bir mağaranın tespit edilmesiyle gerçekleşti. Ele geçirilen malzemelerin geçmişte kullanıldığı düşünülürken, bu malzemeler imha edildi.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
4855,2024-08-10 00:00:00,nusaybin,mardin,Nusaybin'de Tanker ile Minibüs Çarpıştı,"  Mardin'in Nusaybin ilçesinde kırmızı ışıkta geçen tanker, minibüse çarparak 1 kişiyi yaraladı.  ",Şiddet Suçları
4856,2024-10-26 00:00:00,nusaybin,mardin,Mardin'de Yol Verme Kavgası: Bıçaklı Saldırı,  Mardin'in Nusaybin ilçesinde yol verme yüzünden çıkan kavgada bir kişi bacağından yaralandı.  ,Şiddet Suçları
4860,2024-12-10 00:00:00,nusaybin,mardin,Nusaybin'de Kadınlar Arasında Kavga,  Mardin'in Nusaybin ilçesinde iki grup kadın arasında tartışma çıkıp taşlı sopalı kavgaya dönüştü.  ,Şiddet Suçları
4866,2024-10-09 00:00:00,odunpazarı,eskişehir,Başbaş köpek park görevlisini yaraladı,  Eskişehir'in Odunpazarı ilçesinde bulunan Dede Korkut Parkı'nda başıboş köpeğin saldırısına uğrayan park görevlisi hafif şekilde yaralandı. Olay sonrası görevli hastaneye kaldırıldı.  ,Şiddet Suçları
4868,2024-11-20 00:00:00,odunpazarı,eskişehir,Eskişehir'de Bıçaklama Olayı,"  Komşusuyla tartışan 13 yaşındaki çocuk, 68 yaşındaki Yunus E. tarafından bıçakla ağır yaralandı.  ",Şiddet Suçları
4873,2023-10-13 00:00:00,of,trabzon,Mutluluğa kurşun sıkan 7 şüpheli gözaltına alındı,"  Trabzon'un Of ilçesinde bir düğünde yan yana dizilerek silahları ateşleyen 7 şüpheli gözaltına alındı. Jandarma ekipleri, sosyal medya hesaplarında paylaşılan görüntülerden yola çıkarak şüphelileri tespit etti. Operasyon sonucunda 3 tabanca ve 76 fişek ele geçirildi. Şüpheliler hakkında adli işlemler başlatıldı.  ",Şiddet Suçları
4892,2023-10-05 00:00:00,olur,erzurum,"İmamoğlu, Trabzon'da: ""Her Tarafları Kirli Olduğu İçin Yüzlerine Yapışan Pislikleri Bile Hissetmiyorlar. Kalpleri de Kapkara""","  İstanbul Büyükşehir Belediye (İBB) Başkanı Ekrem İmamoğlu, Trabzon mitinginde; ""Bunlar seçimde her türlü iftirayı atar. Bunlar insanları hedef gösterir. Seçim bitince de ne derler biliyor musunuz, ‘Yahu çok takılmayın, seçimde bunlar olur’. Yapmayın ya. Biz unutmayacağız. Bunların fıtratında bu var. Her tarafları kirli olduğu için yüzlerine yapışan pislikleri bile hissetmiyorlar. Kalpleri de kapkara. Bu karanlıktan bu ülkeye, bu milletin evlatlarına hayır gelmez Bunları evine yollayacağız. Bunlardan gelse gelse şer gelir. Bunlardan uzak durun"" dedi.  ",Şiddet Suçları
4896,2024-08-30 00:00:00,onikişubat,kahramanmaraş,Kahramanmaraş'ta Kamyonla Çarpışan Araç Sürücüsü Hayatını Kaybetti,"  Kahramanmaraş'ın Onikişubat ilçesinde meydana gelen trafik kazasında, Ercan Toprak yönetimindeki hafif ticari araç ile M.K. idaresindeki kamyon çarpıştı. Kazada hafif ticari aracın sürücüsü hayatını kaybederken, kamyon sürücüsü gözaltına alındı. Kaza anı, güvenlik kamerası tarafından kaydedildi.  ",Şiddet Suçları
4902,2024-11-23 00:00:00,ordu,ordu,Ordu'da Bıçaklı Kavga: Lise Öğrencisi Hayatını Kaybetti,"  Ordu'da 16 yaşındaki Arda Yılmaz bıçakla öldürüldü, 17 yaşındaki saldırgan tutuklandı.  ",Şiddet Suçları
4904,2024-11-22 00:00:00,ordu,ordu,Ordu'da Lise Öğrencisi Bıçaklanarak Öldürüldü,"  Ordu'nun Altınordu ilçesinde bir lise öğrencisi, tartıştığı başka bir öğrenci tarafından bıçaklanarak hayatını kaybetti. Olayla ilgili üç kişi gözaltına alındı.  ",Şiddet Suçları
4907,2024-11-26 12:21:00,ordu,ordu,Ünye'deki Kuyumcu Dükkanına Silahlı Saldırı,  Ordu'nun Ünye ilçesinde bir kuyumcu dükkanına kimliği belirsiz kişiler tarafından ateş açıldı. Olayla ilgili geniş çaplı araştırma başlatıldı.  ,Şiddet Suçları
4909,2024-10-13 00:00:00,orhaneli,bursa,"Bursa'da Aile Katliamı: 3 Ölü, 16 Yaşında Şüpheli","  Bursa'nın Orhaneli ilçesinde 16 yaşındaki M.K., dedesi ve iki kişiyi öldürdü, gözaltına alındı.  ",Şiddet Suçları
4912,2024-06-04 00:00:00,orhaneli,bursa,"Bursa'da Otomobil Kazası: 2 Ölü, 3 Yaralı","  Bursa'nın Orhaneli ilçesinde meydana gelen trafik kazasında, otomobilin devrilmesi sonucu 2 kişi hayatını kaybetti, 3 kişi yaralandı. Kazada, sürücü ve bir yolcu hastanede yapılan müdahaleye rağmen kurtarılamadı. Yaralılar ise çevre hastanelere kaldırıldı. Otomobilde bulunan kişilerin cenaze törenine katılmak üzere yola çıktığı belirtildi.  ",Şiddet Suçları
4914,2024-10-13 00:00:00,orhaneli,bursa,Bursa'da Üç Kişi Öldürülmüş Halde Bulundu,  Bursa'nın Orhaneli ilçesinde bir evde 2 kişi ve bahçede 1 kişi ölü bulundu. Şüpheli yakalandı.  ,Şiddet Suçları
4918,2024-11-20 00:00:00,orhangazi,bursa,Motosiklet Kazasında Genç Sürücü Ağır Yaralandı,"  Bursa'nın Orhangazi ilçesinde tek teker üzerinde sürüş yapan motosiklet sürücüsü, park halindeki minibüse çarparak ağır yaralandı. Ali K.'nin durumu ciddiyetini koruyor.  ",Şiddet Suçları
4920,2024-09-11 00:00:00,orhangazi,bursa,Orhangazi'de Yangın: Ev Kül Oldu,"  Bursa'nın Orhangazi ilçesinde soba bacasından çıkan kıvılcım sonucu ev yandı, kullanılmaz hale geldi.  ",Mala Karşı İşlenen Suçlar
4921,2024-10-26 00:00:00,orhangazi,bursa,Bursa'da Sokakta Tabancalı Kavga,"  Bursa'da B.S., C.A.'yı sokakta tabanca ile yaraladı. Olay cep telefonu ile kaydedildi.  ",Şiddet Suçları
4922,2024-08-10 00:00:00,orhangazi,bursa,Bursa'da Elektrik Direği Montajında İşçi Yaralandı,"  Orhangazi'de elektrik direği montajında düşen işçi ağır yaralandı, hastaneye kaldırıldı.  ",Şiddet Suçları
4923,2024-11-20 00:00:00,orhangazi,bursa,Tek Teker Kazası: Motosiklet Sürücüsü Yaralandı,"  Bursa'da motosiklet sürücüsü tek tekerle giderken minibüse çarptı, ağır yaralı hastaneye kaldırıldı.  ",Şiddet Suçları
4929,2024-05-10 00:00:00,orta,çankırı,Aksa Tufanı'nın Yıldönümü: 42 Binden Fazla Filistinli Hayatını Kaybetti,"  İsrail'in Gazze'ye yönelik saldırılarında 42 binden fazla Filistinli yaşamını yitirdi, çatışmalar sürüyor.  ",Şiddet Suçları
4935,2024-08-14 00:00:00,ortaca,muğla,"""Üvey anneyle ilişki"" lafını duyunca arkadaşını sokak ortasında öldürdü","  Muğla'nın Ortaca ilçesinde Mutlu Kılınç, arkadaşı Furkan Keskin tarafından av tüfeğiyle göğsünden vurularak öldürüldü. Şüpheliler adliyeye sevk edildi.  ",Şiddet Suçları
4939,2024-10-29 00:00:00,ortaca,muğla,"Muğla'da Atatürk'ün Posterine Yer Verilmeyen Geçiş Töreninde, Öğrencilere Erdoğan'ın Fotoğrafı Taşıtıldı","  Muğla'nın Ortaca ilçesinde, 29 Ekim Cumhuriyet Bayramı tören geçişinde Türkiye Cumhuriyeti'nin kurucusu Mustafa'nın Kemal Atatürk'ün posterine yer verilmeyen geçiş töreninde, öğrencilere Cumhurbaşkanı ve AK Parti Genel Başkanı Cumhurbaşkanı Recep Tayyip Erdoğan'ın fotoğrafı taşıtıldı.  ",Düzen ve Kamu Güvenliğine Karşı İşlenen Suçlar
4951,2023-07-29 00:00:00,ortaköy,aksaray,"Kafasına göre ücret talep eden taksici, kameraya alındığını fark edince yolcuya saldırdı","  İstanbul Ortaköy'de bir taksici, Taksim'e gitmek isteyen yolcudan 250 lira istedi. Taksimetreyi açmayan taksici, görüntülendiğini fark etmesi üzerine yolcuya saldırdı.  ",Şiddet Suçları
4952,2020-09-22 00:00:00,ortaköy,aksaray,Reina katliamı sonrası Kayseri'de tutuklanan Doğu Türkistanlı sanık beraat etti,"  İSTANBUL Ortaköy'deki eğlence merkezi Reina'da 2017 yılbaşı gecesi 39 kişinin yaşamını yitirdiği katliamın ardından DEAŞ üyesi olduğu iddiasıyla Kayseri'de gözaltına alınıp, tutuklanan Doğu Türkistan uyruklu Kulaıxı Yımaıer'e (51), verilen 6 yıl 3 ay hapis cezasını Yargıtay bozdu.  ",Şiddet Suçları
4956,2023-09-05 00:00:00,ortaköy,aksaray,CHP'nin Ortaköy'deki seçim çadırını yakan kişinin psikolojik sorunları olduğu ortaya çıktı,"  5 Mayıs'ta CHP'nin İstanbul Ortaköy'de bulunan çadırını yakan ve yakalanan şahıs, verdiği ifadede yangının, 'ısınmak için girdiği çadırda yaktığı karton parçalarını söndürmeden çıktığı için' başladığını ileri sürdü. Ayrıca 28 yaşındaki kişinin akli dengesinin yerinde olmadığı ortaya çıktı.  ",Şiddet Suçları
